TARS_ROV_NEV	TARS_HOSZ_NEV	CÍM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEG_ALL	CEG_ALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD	TELEPULES	TELEPULES_KOD	ASZ_EVE
TISZAVÍZ VÍZERÕMÛ KFT.	TISZAVÍZ VÍZERÕMÛ ENERGETIKAI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	4450 Tiszalök Vízerõmû	Gazdasági Társaság	1	10923452-2-15	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Villamosenergia-\, gáz-\, gõzellátás\, légkondícionálás	D	Villamosenergia-\, gáz-\, gõzellátás\, légkondicionálás	35	Villamosenergia-termelés	3511	4808880000	Magyarország	HU	Észak-Alföld régió	3	Szabolcs-Szatmár-Bereg	15	Tiszalök	2171	2013
EUROVENTURES ZRT.	EUROVENTURES KOCKÁZATI TÕKEALAP-KEZELÕ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1124 Budapest\, Mártonhegyi út 61/A.	Gazdasági Társaság	1	14537727-2-43	Zártkörû és Zárt Végû Befektetési Alap	20	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Pénzügyi közvetítés\, kivéve: biztosítási\, nyugdíjpénztári tevékenység	64	M.n.s. egyéb pénzügyi közvetítés	6499	7820500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
MVV KFT.	MVV MAGYAR VASÖTVÖZETEK VONAL KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján\, Hargita krt. 3/B.	Gazdasági Társaság	1	13845739-2-12	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	"Vízellátás; szennyvíz gyûjtése\, kezelése\, hulladékgazdálkodás\, szennyezõdésmentesítés"	E	Hulladékgazdálkodás	38	Hulladék újrahasznosítása	3832	3000000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2010
SAVE-REMA ENERGIAÜGYNÖKSÉG KFT.	SAVE-REMA ENERGIAÜGYNÖKSÉG PEST MEGYEI REGIONÁLIS ENERGIAGAZDÁLKODÁSI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1052 Budapest V\, Városház utca 7.	Gazdasági Társaság	1	13096753-2-41	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mérnöki tevékenység\, mûszaki tanácsadás	7112	5000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
MOL NYRT.	MOL MAGYAR OLAJ- ÉS GÁZIPARI NYILVÁNOSAN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest Október 23. utca 18.	Gazdasági Társaság	1	10625790-4-44	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Kokszgyártás\, kõolaj-feldolgozás	19	Kõolaj-feldolgozás	1920	1,04519E+11	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
NÓGRÁD TURISZTIKAI NONPROFIT KFT.	NÓGRÁD TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján Rákóczi út 36.	Gazdasági Társaság	1	11707031-1-12	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Oktatás	P	Oktatás	85	M.n.s. egyéb oktatás	8559	1600000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2015
HEIM SZOLGÁLTATÓ KFT.	HEIM SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG 	1102 Budapest\, Liget u. 6-10	Gazdasági Társaság	1	10476077-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Gyógyszer\, gyógyászati termék nagykereskedelme	4646	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
BME VIKING ZRT.	BME VIKING VILLAMOSMÉRNÖKI ÉS INFORMATIKAI KUTATÓ-FEJLESZTÕ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest\, Magyar tudósok körútja 2. Q. ép. (BME)	Gazdasági Társaság	1	14557323-2-43	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	5000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
ALFÖLDI TEJ KFT.	ALFÖLDI TEJ ÉRTÉKESÍTÕ ÉS BESZERZÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	8000 Székesfehérvár\, Seregélyesi út 127.	Gazdasági Társaság	1	13044859-2-07	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Tejtermék\, tojás\, zsiradék nagykereskedelme	4633	1235900000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2010
FILANTROP KFT.	FILANTROP KÖRNYEZETVÉDELMI ÉS FÛTÉSTECHNIKAI NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6000 Kecskemét Ipar utca 2.	Gazdasági Társaság	1	18345564-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	70000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2017
TISZAVÍZ VÍZERÕMÛ KFT.	TISZAVÍZ VÍZERÕMÛ ENERGETIKAI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	4450 Tiszalök Vízerõmû	Gazdasági Társaság	1	10923452-2-15	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Villamosenergia-\, gáz-\, gõzellátás\, légkondícionálás	D	Villamosenergia-\, gáz-\, gõzellátás\, légkondicionálás	35	Villamosenergia-termelés	3511	4808880000	Magyarország	HU	Észak-Alföld régió	3	Szabolcs-Szatmár-Bereg	15	Tiszalök	2171	2015
KIÚT KÖZHASZNÚ NONPROFIT KFT.	KIÚT TOLNA MEGYEI FOGLALKOZTATÁSI ÉS TERÜLETFEJLESZTÉSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7090 Tamási Nyírfa sor 15.	Gazdasági Társaság	1	21983759-2-17	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Egyéb szolgáltatás	S	Érdekképviselet	94	M.n.s. egyéb közösségi\, társadalmi tevékenység	9499	15000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Tamási	2273	2013
NÓGRÁD TURISZTIKAI NONPROFIT KFT.	NÓGRÁD TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján Rákóczi út 36.	Gazdasági Társaság	1	11707031-1-12	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Oktatás	P	Oktatás	85	M.n.s. egyéb oktatás	8559	1600000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2014
MOL NYRT.	MOL MAGYAR OLAJ- ÉS GÁZIPARI NYILVÁNOSAN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest Október 23. utca 18.	Gazdasági Társaság	1	10625790-4-44	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Kokszgyártás\, kõolaj-feldolgozás	19	Kõolaj-feldolgozás	1920	1,02429E+11	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
BME VIKING NONPROFIT ZRT.	BME VIKING VILLAMOSMÉRNÖKI ÉS INFORMATIKAI KUTATÓ-FEJLESZTÕ NONPROFIT ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRS	1117 Budapest\, Magyar tudósok körút 2. Q. ép. (BME)	Gazdasági Társaság	1	14557323-2-43	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	5000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
SAVE-REMA ENERGIAÜGYNÖKSÉG KFT.	SAVE-REMA ENERGIAÜGYNÖKSÉG PEST MEGYEI REGIONÁLIS ENERGIAGAZDÁLKODÁSI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1052 Budapest V\, Városház utca 7.	Gazdasági Társaság	1	13096753-2-41	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mérnöki tevékenység\, mûszaki tanácsadás	7112	5000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
NÓGRÁD TURISZTIKAI NONPROFIT KFT.	NÓGRÁD TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján Rákóczi út 36.	Gazdasági Társaság	1	11707031-1-12	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Oktatás	P	Oktatás	85	M.n.s. egyéb oktatás	8559	1600000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2013
HEIM SZOLGÁLTATÓ KFT.	HEIM SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG 	1102 Budapest\, Liget u. 6-10	Gazdasági Társaság	1	10476077-2-41	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Gyógyszer\, gyógyászati termék nagykereskedelme	4646	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
ALFÖLDI TEJ KFT.	ALFÖLDI TEJ ÉRTÉKESÍTÕ ÉS BESZERZÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	8000 Székesfehérvár\, Seregélyesi út 127.	Gazdasági Társaság	1	13044859-2-07	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Tejtermék\, tojás\, zsiradék nagykereskedelme	4633	1632600000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2012
FORUM HUNGARICUM NONPROFIT KFT.	FORUM HUNGARICUM NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1051 Budapest Október 6 utca 3.\, I.\\2/A.ajtó	Gazdasági Társaság	1	21931082-2-04	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Egyéb szakmai\, tudományos\, mûszaki tevékenység	74	M.n.s. egyéb szakmai\, tudományos\, mûszaki tevékenység	7490	3100000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
FILANTROP KFT.	FILANTROP KÖRNYEZETVÉDELMI ÉS FÛTÉSTECHNIKAI NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6000 Kecskemét Ipar utca 2.	Gazdasági Társaság	1	18345564-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	70000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2014
TISZAVÍZ VÍZERÕMÛ KFT.	TISZAVÍZ VÍZERÕMÛ ENERGETIKAI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	4450 Tiszalök Vízerõmû	Gazdasági Társaság	1	10923452-2-15	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Villamosenergia-\, gáz-\, gõzellátás\, légkondícionálás	D	Villamosenergia-\, gáz-\, gõzellátás\, légkondicionálás	35	Villamosenergia-termelés	3511	4808880000	Magyarország	HU	Észak-Alföld régió	3	Szabolcs-Szatmár-Bereg	15	Tiszalök	2171	2010
KIÚT KÖZHASZNÚ NONPROFIT KFT.	KIÚT TOLNA MEGYEI FOGLALKOZTATÁSI ÉS TERÜLETFEJLESZTÉSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7090 Tamási Nyírfa sor 15.	Gazdasági Társaság	1	21983759-2-17	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Egyéb szolgáltatás	S	Érdekképviselet	94	M.n.s. egyéb közösségi\, társadalmi tevékenység	9499	15000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Tamási	2273	2014
BME VIKING NONPROFIT ZRT.	BME VIKING VILLAMOSMÉRNÖKI ÉS INFORMATIKAI KUTATÓ-FEJLESZTÕ NONPROFIT ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRS	1117 Budapest\, Magyar tudósok körút 2. Q. ép. (BME)	Gazdasági Társaság	1	14557323-2-43	Nonprofit Részvénytársaság	14	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	5000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
NÓGRÁD TURISZTIKAI NONPROFIT KFT.	NÓGRÁD TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján Rákóczi út 36.	Gazdasági Társaság	1	11707031-1-12	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Oktatás	P	Oktatás	85	M.n.s. egyéb oktatás	8559	1600000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2016
MOL NYRT.	MOL MAGYAR OLAJ- ÉS GÁZIPARI NYILVÁNOSAN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest Október 23. utca 18.	Gazdasági Társaság	1	10625790-4-44	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Kokszgyártás\, kõolaj-feldolgozás	19	Kõolaj-feldolgozás	1920	1,04519E+11	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
SEMMELWEIS INNOVÁCIÓS KÖZPONT KFT.	SEMMELWEIS INNOVÁCIÓS KÖZPONT TANÁCSADÓ ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1094 Budapest IX\, Tûzoltó utca 37-47.	Gazdasági Társaság	1	13123383-2-43	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletviteli\, egyéb vezetési tanácsadás	7022	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
NÓGRÁD TURISZTIKAI NONPROFIT KFT.	NÓGRÁD TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3100 Salgótarján Rákóczi út 36.	Gazdasági Társaság	1	11707031-1-12	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Oktatás	P	Oktatás	85	M.n.s. egyéb oktatás	8559	1600000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Salgótarján	2391	2012
BCE NONPROFIT ZRT.	BCE BUDAPESTI CORVINUS EGYETEM FEJLESZTÕ ÉS VAGYONKEZELÕ NONPROFIT ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1093 Budapest\, Fõvám tér 8.	Gazdasági Társaság	1	14662874-2-43	Nonprofit Részvénytársaság	14	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
HEIM SZOLGÁLTATÓ KFT.	HEIM SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG 	1102 Budapest\, Liget u. 6-10	Gazdasági Társaság	1	10476077-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Gyógyszer\, gyógyászati termék nagykereskedelme	4646	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
ALFÖLDI TEJ KFT.	ALFÖLDI TEJ ÉRTÉKESÍTÕ ÉS BESZERZÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	8000 Székesfehérvár\, Seregélyesi út 127.	Gazdasági Társaság	1	13044859-2-07	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Tejtermék\, tojás\, zsiradék nagykereskedelme	4633	1454420000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Székesfehérvár	1317	2011
FILANTROP KFT.	FILANTROP KÖRNYEZETVÉDELMI ÉS FÛTÉSTECHNIKAI NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6000 Kecskemét Ipar utca 2.	Gazdasági Társaság	1	18345564-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	70000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2015
FORUM HUNGARICUM NONPROFIT KFT.	FORUM HUNGARICUM NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1051 Budapest Október 6 utca 3.\, I.\\2/A.ajtó	Gazdasági Társaság	1	21931082-2-04	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Egyéb szakmai\, tudományos\, mûszaki tevékenység	74	M.n.s. egyéb szakmai\, tudományos\, mûszaki tevékenység	7490	3100000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
TISZAVÍZ VÍZERÕMÛ KFT.	TISZAVÍZ VÍZERÕMÛ ENERGETIKAI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	4450 Tiszalök Vízerõmû	Gazdasági Társaság	1	10923452-2-15	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Villamosenergia-\, gáz-\, gõzellátás\, légkondícionálás	D	Villamosenergia-\, gáz-\, gõzellátás\, légkondicionálás	35	Villamosenergia-termelés	3511	4808880000	Magyarország	HU	Észak-Alföld régió	3	Szabolcs-Szatmár-Bereg	15	Tiszalök	2171	2012
KIÚT KÖZHASZNÚ NONPROFIT KFT.	KIÚT TOLNA MEGYEI FOGLALKOZTATÁSI ÉS TERÜLETFEJLESZTÉSI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	7090 Tamási Nyírfa sor 15.	Gazdasági Társaság	1	21983759-2-17	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Egyéb szolgáltatás	S	Érdekképviselet	94	M.n.s. egyéb közösségi\, társadalmi tevékenység	9499	15000000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Tamási	2273	2015
MOL NYRT.	MOL MAGYAR OLAJ- ÉS GÁZIPARI NYILVÁNOSAN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest Október 23. utca 18.	Gazdasági Társaság	1	10625790-4-44	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Kokszgyártás\, kõolaj-feldolgozás	19	Kõolaj-feldolgozás	1920	1,04519E+11	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
AG-ÉPÍTÕ KFT.	AG-ÉPÍTÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3064 Szurdokpüspöki Arany János utca 5.	Gazdasági Társaság	1	22691019-2-12	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	500000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Szurdokpüspöki	1735	2013
BCE NONPROFIT ZRT.	BCE BUDAPESTI CORVINUS EGYETEM FEJLESZTÕ ÉS VAGYONKEZELÕ NONPROFIT ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1093 Budapest\, Fõvám tér 8.	Gazdasági Társaság	1	14662874-2-43	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
HEIM SZOLGÁLTATÓ KFT.	HEIM SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG 	1102 Budapest\, Liget u. 6-10	Gazdasági Társaság	1	10476077-2-41	Korlátolt Felelõsségû Társaság	8	Végelszámolás alatt	5	Kereskedelem\, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû\, motorkerékpár)	46	Gyógyszer\, gyógyászati termék nagykereskedelme	4646	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
SEMMELWEIS INNOVÁCIÓS KÖZPONT KFT.	SEMMELWEIS INNOVÁCIÓS KÖZPONT TANÁCSADÓ ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1094 Budapest IX\, Tûzoltó utca 37-47.	Gazdasági Társaság	1	13123383-2-43	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Üzletvezetési\, vezetõi tanácsadás	70	Üzletviteli\, egyéb vezetési tanácsadás	7022	3000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
REDEMPTUS KFT.	REDEMPTUS GAZDASÁGI ÉS PÉNZÜGYI TANÁCSADÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2459 Rácalmás\, Zrínyi Miklós utca 8.	Gazdasági Társaság	1	11177252-2-07	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Feldolgozóipar	C	Gumi-\, mûanyag termék gyártása	22	Mûanyag csomagolóeszköz gyártása	2222	3000000	Magyarország	HU	Közép-Dunántúl régió	5	Fejér	7	Rácalmás	835	2013
AG-ÉPÍTÕ KFT.	AG-ÉPÍTÕ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	3064 Szurdokpüspöki Arany János utca 5.	Gazdasági Társaság	1	22691019-2-12	Korlátolt Felelõsségû Társaság	8	Kényszertörlés alatt	2	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	500000	Magyarország	HU	Észak-Magyarország régió	4	Nógrád	12	Szurdokpüspöki	1735	2014
GYULAJ ZRT.	GYULAJ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	7090 Tamási\, Szabadság u 27	Gazdasági Társaság	1	11283924-2-17	Részvénytársaság	15	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Erdõgazdálkodás	2	Erdészeti\, egyéb erdõgazdálkodási tevékenység	210	832650000	Magyarország	HU	Dél-Dunántúl régió	2	Tolna	17	Tamási	2273	2010
MOL NYRT.	MOL MAGYAR OLAJ- ÉS GÁZIPARI NYILVÁNOSAN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1117 Budapest Október 23. utca 18.	Gazdasági Társaság	1	10625790-4-44	Részvénytársaság	15	Mûködõ	4	Feldolgozóipar	C	Kokszgyártás\, kõolaj-feldolgozás	19	Kõolaj-feldolgozás	1920	1,04519E+11	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014
BCE NONPROFIT ZRT.	BCE BUDAPESTI CORVINUS EGYETEM FEJLESZTÕ ÉS VAGYONKEZELÕ NONPROFIT ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1093 Budapest\, Fõvám tér 8.	Gazdasági Társaság	1	14662874-2-43	Nonprofit Részvénytársaság	14	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Tudományos kutatás\, fejlesztés	72	Egyéb természettudományi\, mûszaki kutatás\, fejlesztés	7219	10000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
FILANTROP KFT.	FILANTROP KÖRNYEZETVÉDELMI ÉS FÛTÉSTECHNIKAI NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6000 Kecskemét Ipar utca 2.	Gazdasági Társaság	1	18345564-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Adminisztratív és szolgáltatást támogató tevékenység	N	Építmény üzemeltetés\, zöldterület-kezelés	81	Egyéb épület-\, ipari takarítás	8122	70000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2012
TISZAVÍZ VÍZERÕMÛ KFT.	TISZAVÍZ VÍZERÕMÛ ENERGETIKAI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	4450 Tiszalök Vízerõmû	Gazdasági Társaság	1	10923452-2-15	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Villamosenergia-\, gáz-\, gõzellátás\, légkondícionálás	D	Villamosenergia-\, gáz-\, gõzellátás\, légkondicionálás	35	Villamosenergia-termelés	3511	4808880000	Magyarország	HU	Észak-Alföld régió	3	Szabolcs-Szatmár-Bereg	15	Tiszalök	2171	2016
FORUM HUNGARICUM NONPROFIT KFT.	FORUM HUNGARICUM NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1051 Budapest Október 6 utca 3.\, I.\\2/A.ajtó	Gazdasági Társaság	1	21931082-2-04	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	Egyéb szakmai\, tudományos\, mûszaki tevékenység	74	M.n.s. egyéb szakmai\, tudományos\, mûszaki tevékenység	7490	3100000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012
